ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
0,/Engine/EngineMaterials/T_Default_Material_Grid_M,Texture2D,Hard,350913,None
0,/Engine/EngineMaterials/T_Default_Material_Grid_N,Texture2D,Hard,88992,None
0,/Engine/EngineMaterials/WeightMapPlaceholderTexture,Texture2D,Hard,1045,None
0,/Engine/EngineMaterials/Widget3DPassThrough,Material,Hard,37983,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Masked,MaterialInstanceConstant,Hard,38478,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Masked_OneSided,MaterialInstanceConstant,Hard,38259,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Opaque,MaterialInstanceConstant,Hard,23309,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Opaque_OneSided,MaterialInstanceConstant,Hard,11805,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Translucent,MaterialInstanceConstant,Hard,40108,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Translucent_OneSided,MaterialInstanceConstant,Hard,36235,None
0,/Engine/EngineMaterials/WorldGridMaterial,Material,Hard,2442897,None
0,/Engine/EngineMeshes/Cylinder,StaticMesh,Hard,22967,None
0,/Engine/EngineMeshes/Sphere,StaticMesh,Hard,51279,None
0,/Engine/EngineResources/Black,Texture2D,Hard,1714,None
0,/Engine/EngineResources/DefaultTexture,Texture2D,Hard,12044,None
0,/Engine/EngineResources/DefaultTextureCube,TextureCube,Hard,66618,None
0,/Engine/EngineResources/DefaultVolumeTexture,VolumeTexture,Hard,1329,None
0,/Engine/EngineResources/DefaultVolumeTexture2D,Texture2D,Hard,1409,None
0,/Engine/EngineResources/GradientTexture0,Texture2D,Hard,6857,None
0,/Engine/EngineResources/WhiteSquareTexture,Texture2D,Hard,1740,None
0,/Engine/EngineSky/BP_Sky_Sphere,Blueprint,Hard,23722,None
0,/Engine/EngineSky/C_Sky_Cloud_Color,CurveLinearColor,Hard,1725,None
0,/Engine/EngineSky/C_Sky_Horizon_Color,CurveLinearColor,Hard,1729,None
0,/Engine/EngineSky/C_Sky_Zenith_Color,CurveLinearColor,Hard,1808,None
0,/Engine/EngineSky/M_Sky_Panning_Clouds2,Material,Hard,23968,None
0,/Engine/EngineSky/SM_SkySphere,StaticMesh,Hard,255784,None
0,/Engine/EngineSky/T_Sky_Blue,Texture2D,Hard,2797779,None
0,/Engine/EngineSky/T_Sky_Clouds_M,Texture2D,Hard,700651,None
0,/Engine/EngineSky/T_Sky_Stars,Texture2D,Hard,176171,None
0,/Engine/EngineSounds/Master,SoundClass,Hard,919,None
0,/Engine/Functions/Engine_MaterialFunctions01/Density/ExponentialDensity,MaterialFunction,Hard,1255,None
0,/Engine/Functions/Engine_MaterialFunctions01/Gradient/DiamondGradient,MaterialFunction,Hard,1675,None
0,/Engine/Functions/Engine_MaterialFunctions01/Gradient/LinearGradient,MaterialFunction,Hard,1128,None
0,/Engine/Functions/Engine_MaterialFunctions01/Gradient/RadialGradient,MaterialFunction,Hard,1028,None
0,/Engine/Functions/Engine_MaterialFunctions01/Gradient/RadialGradientExponential,MaterialFunction,Hard,2000,None
0,/Engine/Functions/Engine_MaterialFunctions01/Opacity/CameraDepthFade,MaterialFunction,Hard,1239,None
0,/Engine/Functions/Engine_MaterialFunctions01/Shading/ConvertFromDiffSpec,MaterialFunction,Hard,986,None
0,/Engine/Functions/Engine_MaterialFunctions01/Shading/PowerToRoughness,MaterialFunction,Hard,928,None
0,/Engine/Functions/Engine_MaterialFunctions01/WorldPositionOffset/SimpleGrassWind,MaterialFunction,Hard,1410,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/BlendAngleCorrectedNormals,MaterialFunction,Hard,1242,None
0,/Engine/Functions/Engine_MaterialFunctions02/Utility/BreakOutFloat2Components,MaterialFunction,Hard,1180,None
0,/Engine/Functions/Engine_MaterialFunctions02/WorldPositionOffset/CameraOffset,MaterialFunction,Hard,1209,None
0,/Engine/Maps/Entry,World,Hard,12305,None
0,/Engine/Maps/Entry_BuiltData,MapBuildDataRegistry,Hard,26907,None
0,/Engine/Maps/Templates/Thumbnails/Default,Texture2D,Hard,161276,None
0,/Engine/Maps/Templates/Thumbnails/VR-Basic,Texture2D,Hard,161278,None
0,/Engine/MobileResources/HUD/AnalogHat,Texture2D,Hard,2645,None
0,/Engine/MobileResources/HUD/DefaultVirtualJoysticks,TouchInterface,Hard,2634,None
0,/Engine/MobileResources/HUD/LeftVirtualJoystickOnly,TouchInterface,Hard,2057,None
0,/Engine/MobileResources/HUD/MobileHUDButton1_off,Texture2D,Hard,4079,None
0,/Engine/MobileResources/HUD/MobileHUDButton1_on,Texture2D,Hard,4077,None
0,/Engine/MobileResources/HUD/MobileHUDButton2_off,Texture2D,Hard,6867,None
0,/Engine/MobileResources/HUD/MobileHUDButton2_on,Texture2D,Hard,6865,None
0,/Engine/MobileResources/HUD/MobileHUDButton3,Texture2D,Hard,2659,None
0,/Engine/MobileResources/HUD/MobileHUDButtonFire,Texture2D,Hard,6797,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad,Texture2D,Hard,23221,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad2,Texture2D,Hard,45115,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionPad3,Texture2D,Hard,45115,None
0,/Engine/MobileResources/HUD/MobileHUDDirectionStick,Texture2D,Hard,6805,None
0,/Engine/MobileResources/HUD/T_Castle_ThumbstickInner,Texture2D,Hard,17632,None
0,/Engine/MobileResources/HUD/T_Castle_ThumbstickOutter,Texture2D,Hard,66786,None
0,/Engine/MobileResources/HUD/VirtualJoystick_Background,Texture2D,Hard,263396,None
0,/Engine/MobileResources/HUD/VirtualJoystick_Thumb,Texture2D,Hard,17626,None
0,/Engine/MobileResources/T_MobileControls_texture,Texture2D,Hard,351131,None
0,/Engine/MobileResources/T_MobileMenu2,Texture2D,Hard,350953,None
0,/Engine/Tutorial/ContentIntroCurve,CurveFloat,Hard,963,None
0,/Engine/VREditor/LaserPointer/VR_LaserPower_01,Texture2D,Hard,176065,None
0,/Engine/VREditor/TransformGizmo/BoundingBoxCorner,StaticMesh,Hard,19548,None
0,/Engine/VREditor/TransformGizmo/BoundingBoxEdge,StaticMesh,Hard,10464,None
0,/Engine/VREditor/TransformGizmo/Main,Material,Hard,36891,None
0,/Engine/VREditor/TransformGizmo/PlaneTranslationHandle,StaticMesh,Hard,17626,None
0,/Engine/VREditor/TransformGizmo/SM_Sequencer_Key,StaticMesh,Hard,68296,None
0,/Engine/VREditor/TransformGizmo/SM_Sequencer_Node,StaticMesh,Hard,12874,None
0,/Engine/VREditor/TransformGizmo/TransformGizmoMaterial,Material,Hard,13146,None
0,/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial,Material,Hard,36362,None
0,/Engine/VREditor/TransformGizmo/Xray,Material,Hard,63822,None
0,/Game/Animations/LS_ScoreBoard_01,LevelSequence,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_StartGame_02->/Game/Map/02Fase->/Game/Animations/LS_ScoreBoard_02->/Game/Map/01Fase->/Game/Animations/LS_ScoreBoard_01,35086,None
0,/Game/Animations/LS_ScoreBoard_02,LevelSequence,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_StartGame_02->/Game/Map/02Fase->/Game/Animations/LS_ScoreBoard_02,35143,None
0,/Game/Animations/LS_ScoreBoard_03,LevelSequence,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_StartGame_03->/Game/Map/03Fase->/Game/Animations/LS_ScoreBoard_03,35143,None
0,/Game/Animations/LS_StartGame_01,LevelSequence,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_StartGame_02->/Game/Map/02Fase->/Game/Animations/LS_ScoreBoard_02->/Game/Map/01Fase->/Game/Animations/LS_StartGame_01,50743,None
0,/Game/Animations/LS_StartGame_02,LevelSequence,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_02->/Game/Map/02Fase->/Game/Animations/LS_StartGame_02,50743,None
0,/Game/Animations/LS_StartGame_03,LevelSequence,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Animations/LS_StartGame_03,50743,None
0,/Game/Blueprints/GameMode_BP,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/PlayerAirship/BP_PlayerAirship->/Game/Blueprints/GameMode_BP,15047,None
0,/Game/Enemys/Boss/ABP_Boss,AnimBlueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/ABP_Boss,9564,None
0,/Game/Enemys/Boss/AS_BossHead_Idle,AnimSequence,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/ABP_Boss->/Game/Enemys/Boss/AS_BossHead_Idle,3037,None
0,/Game/Enemys/Boss/BP_Boss,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss,68067,None
0,/Game/Enemys/Boss/BP_Projectile_01,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/BP_Projectile_01,20545,None
0,/Game/Enemys/Boss/BP_Projectile_02,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/BP_Projectile_02,28492,None
0,/Game/Enemys/Boss/M_BossHead,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/SK_BossHead->/Game/Enemys/Boss/M_BossHead,348747,None
0,/Game/Enemys/Boss/M_FiresubUV,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/P_BossEyes->/Game/Enemys/Boss/M_FiresubUV,488957,None
0,/Game/Enemys/Boss/M_Projectile_01,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/BP_Projectile_01->/Game/Enemys/Boss/M_Projectile_01,63906,None
0,/Game/Enemys/Boss/M_Projectile_02,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/BP_Projectile_02->/Game/Enemys/Boss/M_Projectile_02,63807,None
0,/Game/Enemys/Boss/P_BossEyes,ParticleSystem,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/P_BossEyes,12126,None
0,/Game/Enemys/Boss/PHYS_BossHead,PhysicsAsset,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/SK_BossHead->/Game/Enemys/Boss/PHYS_BossHead,13021,None
0,/Game/Enemys/Boss/SK_BossHead,SkeletalMesh,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/SK_BossHead,137259,None
0,/Game/Enemys/Boss/SKEL_BossHead,Skeleton,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/ABP_Boss->/Game/Enemys/Boss/SKEL_BossHead,2618,None
0,/Game/Enemys/Boss/T_BossHead_D,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/SK_BossHead->/Game/Enemys/Boss/M_BossHead->/Game/Enemys/Boss/T_BossHead_D,700369,None
0,/Game/Enemys/Boss/T_BossHead_N,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/SK_BossHead->/Game/Enemys/Boss/M_BossHead->/Game/Enemys/Boss/T_BossHead_N,1399752,None
0,/Game/Enemys/Boss/T_BossHead_O,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_03->/Game/Map/03Fase->/Game/Enemys/Boss/BP_Boss->/Game/Enemys/Boss/SK_BossHead->/Game/Enemys/Boss/M_BossHead->/Game/Enemys/Boss/T_BossHead_O,700369,None
0,/Game/Enemys/EnemyMelee/BP_EnemyMelee,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee,29414,None
0,/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner,9741,None
0,/Game/Enemys/EnemyMelee/M_EnemyMelee,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/M_EnemyMelee,197654,None
0,/Game/Enemys/EnemyMelee/M_EnemyMelee_Blade,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/M_EnemyMelee_Blade,438403,None
0,/Game/Enemys/EnemyMelee/M_EnemyMelee_Bright,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/M_EnemyMelee_Bright,197835,None
0,/Game/Enemys/EnemyMelee/PHYS_EnemyMelee,PhysicsAsset,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/PHYS_EnemyMelee,5547,None
0,/Game/Enemys/EnemyMelee/SK_EnemyMelee,SkeletalMesh,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee,276941,None
0,/Game/Enemys/EnemyMelee/SKEL_EnemyMelee,Skeleton,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/SKEL_EnemyMelee,1392,None
0,/Game/Enemys/EnemyMelee/T_AlphaEfect,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/M_EnemyMelee_Blade->/Game/Enemys/EnemyMelee/T_AlphaEfect,700375,None
0,/Game/Enemys/EnemyMelee/T_EnemyMelee_D,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/M_EnemyMelee->/Game/Enemys/EnemyMelee/T_EnemyMelee_D,700379,None
0,/Game/Enemys/EnemyMelee/T_EnemyMelee_N,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/M_EnemyMelee->/Game/Enemys/EnemyMelee/T_EnemyMelee_N,700379,None
0,/Game/Enemys/EnemyMelee/T_EnemyMelee_R,Texture2D,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyMelee/BP_EnemyMeleeSpawner->/Game/Enemys/EnemyMelee/BP_EnemyMelee->/Game/Enemys/EnemyMelee/SK_EnemyMelee->/Game/Enemys/EnemyMelee/M_EnemyMelee->/Game/Enemys/EnemyMelee/T_EnemyMelee_R,700379,None
0,/Game/Enemys/EnemyRanged/BP_EnemyRanged,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyRanged/BP_EnemyRangedSpawner->/Game/Enemys/EnemyRanged/BP_EnemyRanged,35102,None
0,/Game/Enemys/EnemyRanged/BP_EnemyRanged_Projectile,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyRanged/BP_EnemyRangedSpawner->/Game/Enemys/EnemyRanged/BP_EnemyRanged->/Game/Enemys/EnemyRanged/BP_EnemyRanged_Projectile,20015,None
0,/Game/Enemys/EnemyRanged/BP_EnemyRangedSpawner,Blueprint,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyRanged/BP_EnemyRangedSpawner,10652,None
0,/Game/Enemys/EnemyRanged/M_EnemyProjectile,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyRanged/BP_EnemyRangedSpawner->/Game/Enemys/EnemyRanged/BP_EnemyRanged->/Game/Enemys/EnemyRanged/BP_EnemyRanged_Projectile->/Game/Enemys/EnemyRanged/SM_EnemyProjectile->/Game/Enemys/EnemyRanged/M_EnemyProjectile,64327,None
0,/Game/Enemys/EnemyRanged/M_EnemyRanged,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyRanged/BP_EnemyRangedSpawner->/Game/Enemys/EnemyRanged/BP_EnemyRanged->/Game/Enemys/EnemyRanged/SK_EnemyRanged->/Game/Enemys/EnemyRanged/M_EnemyRanged,200002,None
0,/Game/Enemys/EnemyRanged/M_EnemyRanged_Glass,Material,Soft From Unassigned Package? Best Guess: /Game/Animations/LS_ScoreBoard_01->/Game/Map/01Fase->/Game/Enemys/EnemyRanged/BP_EnemyRangedSpawner->/Game/Enemys/EnemyRanged/BP_EnemyRanged->/Game/Enemys/EnemyRanged/SK_EnemyRanged->/Game/Enemys/EnemyRanged/M_EnemyRanged_Glass,671970,None
